 iteration      100/  200000 | consumed samples:         3200 | elapsed time per iteration (ms): 303.6 | learning rate: 4.444E-05 | global batch size:    32 | lm loss: 9.706122E-02 | loss scale: 2097152.0 | grad norm: 0.024 | number of skipped iterations:  12 | number of nan iterations:   0 |
 iteration    21100/  200000 | consumed samples:       675200 | elapsed time per iteration (ms): 271.3 | learning rate: 8.099E-05 | global batch size:    32 | lm loss: 5.339563E-05 | loss scale: 134217728.0 | grad norm: 0.004 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    21200/  200000 | consumed samples:       678400 | elapsed time per iteration (ms): 255.5 | learning rate: 8.090E-05 | global batch size:    32 | lm loss: 4.789048E-05 | loss scale: 134217728.0 | grad norm: 0.005 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    21300/  200000 | consumed samples:       681600 | elapsed time per iteration (ms): 254.0 | learning rate: 8.081E-05 | global batch size:    32 | lm loss: 5.455955E-05 | loss scale: 67108864.0 | grad norm: 0.008 | number of skipped iterations:   2 | number of nan iterations:   0 |
 iteration    21400/  200000 | consumed samples:       684800 | elapsed time per iteration (ms): 267.3 | learning rate: 8.072E-05 | global batch size:    32 | lm loss: 4.961278E-05 | loss scale: 67108864.0 | grad norm: 0.008 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    21500/  200000 | consumed samples:       688000 | elapsed time per iteration (ms): 256.8 | learning rate: 8.062E-05 | global batch size:    32 | lm loss: 4.782526E-05 | loss scale: 67108864.0 | grad norm: 0.004 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    21600/  200000 | consumed samples:       691200 | elapsed time per iteration (ms): 269.2 | learning rate: 8.053E-05 | global batch size:    32 | lm loss: 4.710309E-05 | loss scale: 67108864.0 | grad norm: 0.004 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    21700/  200000 | consumed samples:       694400 | elapsed time per iteration (ms): 258.9 | learning rate: 8.044E-05 | global batch size:    32 | lm loss: 4.770754E-05 | loss scale: 67108864.0 | grad norm: 0.005 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    21800/  200000 | consumed samples:       697600 | elapsed time per iteration (ms): 255.3 | learning rate: 8.035E-05 | global batch size:    32 | lm loss: 5.159236E-05 | loss scale: 67108864.0 | grad norm: 0.007 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    21900/  200000 | consumed samples:       700800 | elapsed time per iteration (ms): 254.8 | learning rate: 8.026E-05 | global batch size:    32 | lm loss: 4.748707E-05 | loss scale: 67108864.0 | grad norm: 0.006 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    22000/  200000 | consumed samples:       704000 | elapsed time per iteration (ms): 254.9 | learning rate: 8.017E-05 | global batch size:    32 | lm loss: 4.974124E-05 | loss scale: 67108864.0 | grad norm: 0.007 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    22100/  200000 | consumed samples:       707200 | elapsed time per iteration (ms): 272.7 | learning rate: 8.008E-05 | global batch size:    32 | lm loss: 5.207122E-05 | loss scale: 67108864.0 | grad norm: 0.008 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    22200/  200000 | consumed samples:       710400 | elapsed time per iteration (ms): 262.9 | learning rate: 7.999E-05 | global batch size:    32 | lm loss: 6.116937E-05 | loss scale: 67108864.0 | grad norm: 0.007 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    22300/  200000 | consumed samples:       713600 | elapsed time per iteration (ms): 254.0 | learning rate: 7.990E-05 | global batch size:    32 | lm loss: 4.934849E-05 | loss scale: 134217728.0 | grad norm: 0.003 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    22400/  200000 | consumed samples:       716800 | elapsed time per iteration (ms): 257.0 | learning rate: 7.980E-05 | global batch size:    32 | lm loss: 4.686916E-05 | loss scale: 134217728.0 | grad norm: 0.003 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    22500/  200000 | consumed samples:       720000 | elapsed time per iteration (ms): 255.1 | learning rate: 7.971E-05 | global batch size:    32 | lm loss: 4.790605E-05 | loss scale: 134217728.0 | grad norm: 0.005 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    22600/  200000 | consumed samples:       723200 | elapsed time per iteration (ms): 268.4 | learning rate: 7.962E-05 | global batch size:    32 | lm loss: 5.382743E-05 | loss scale: 67108864.0 | grad norm: 0.005 | number of skipped iterations:   2 | number of nan iterations:   0 |
 iteration    22700/  200000 | consumed samples:       726400 | elapsed time per iteration (ms): 253.6 | learning rate: 7.953E-05 | global batch size:    32 | lm loss: 4.843843E-05 | loss scale: 67108864.0 | grad norm: 0.007 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    22800/  200000 | consumed samples:       729600 | elapsed time per iteration (ms): 256.7 | learning rate: 7.944E-05 | global batch size:    32 | lm loss: 4.904001E-05 | loss scale: 67108864.0 | grad norm: 0.006 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    22900/  200000 | consumed samples:       732800 | elapsed time per iteration (ms): 264.4 | learning rate: 7.935E-05 | global batch size:    32 | lm loss: 5.213238E-05 | loss scale: 67108864.0 | grad norm: 0.004 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    23000/  200000 | consumed samples:       736000 | elapsed time per iteration (ms): 255.9 | learning rate: 7.926E-05 | global batch size:    32 | lm loss: 4.610702E-05 | loss scale: 67108864.0 | grad norm: 0.008 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    23100/  200000 | consumed samples:       739200 | elapsed time per iteration (ms): 265.7 | learning rate: 7.917E-05 | global batch size:    32 | lm loss: 4.489732E-05 | loss scale: 67108864.0 | grad norm: 0.006 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    23200/  200000 | consumed samples:       742400 | elapsed time per iteration (ms): 256.6 | learning rate: 7.908E-05 | global batch size:    32 | lm loss: 4.946021E-05 | loss scale: 67108864.0 | grad norm: 0.005 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    23300/  200000 | consumed samples:       745600 | elapsed time per iteration (ms): 254.2 | learning rate: 7.899E-05 | global batch size:    32 | lm loss: 4.831385E-05 | loss scale: 67108864.0 | grad norm: 0.006 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    23400/  200000 | consumed samples:       748800 | elapsed time per iteration (ms): 254.1 | learning rate: 7.890E-05 | global batch size:    32 | lm loss: 5.311719E-05 | loss scale: 67108864.0 | grad norm: 0.006 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    23500/  200000 | consumed samples:       752000 | elapsed time per iteration (ms): 251.8 | learning rate: 7.880E-05 | global batch size:    32 | lm loss: 4.951873E-05 | loss scale: 67108864.0 | grad norm: 0.005 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    23600/  200000 | consumed samples:       755200 | elapsed time per iteration (ms): 276.3 | learning rate: 7.871E-05 | global batch size:    32 | lm loss: 4.859340E-05 | loss scale: 67108864.0 | grad norm: 0.004 | number of skipped iterations:   2 | number of nan iterations:   0 |
 iteration    23700/  200000 | consumed samples:       758400 | elapsed time per iteration (ms): 253.7 | learning rate: 7.862E-05 | global batch size:    32 | lm loss: 4.727597E-05 | loss scale: 67108864.0 | grad norm: 0.006 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    23800/  200000 | consumed samples:       761600 | elapsed time per iteration (ms): 253.7 | learning rate: 7.853E-05 | global batch size:    32 | lm loss: 4.252710E-05 | loss scale: 67108864.0 | grad norm: 0.003 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    23900/  200000 | consumed samples:       764800 | elapsed time per iteration (ms): 256.7 | learning rate: 7.844E-05 | global batch size:    32 | lm loss: 4.404779E-05 | loss scale: 67108864.0 | grad norm: 0.008 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    24000/  200000 | consumed samples:       768000 | elapsed time per iteration (ms): 256.2 | learning rate: 7.835E-05 | global batch size:    32 | lm loss: 4.412825E-05 | loss scale: 67108864.0 | grad norm: 0.004 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    24100/  200000 | consumed samples:       771200 | elapsed time per iteration (ms): 267.7 | learning rate: 7.826E-05 | global batch size:    32 | lm loss: 4.612754E-05 | loss scale: 67108864.0 | grad norm: 0.006 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    24200/  200000 | consumed samples:       774400 | elapsed time per iteration (ms): 254.8 | learning rate: 7.817E-05 | global batch size:    32 | lm loss: 5.519264E-05 | loss scale: 67108864.0 | grad norm: 0.014 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    24300/  200000 | consumed samples:       777600 | elapsed time per iteration (ms): 256.4 | learning rate: 7.808E-05 | global batch size:    32 | lm loss: 5.715200E-05 | loss scale: 67108864.0 | grad norm: 0.004 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    24400/  200000 | consumed samples:       780800 | elapsed time per iteration (ms): 262.7 | learning rate: 7.799E-05 | global batch size:    32 | lm loss: 4.634574E-05 | loss scale: 67108864.0 | grad norm: 0.005 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    24500/  200000 | consumed samples:       784000 | elapsed time per iteration (ms): 256.3 | learning rate: 7.789E-05 | global batch size:    32 | lm loss: 4.517197E-05 | loss scale: 67108864.0 | grad norm: 0.004 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    24600/  200000 | consumed samples:       787200 | elapsed time per iteration (ms): 273.3 | learning rate: 7.780E-05 | global batch size:    32 | lm loss: 4.418841E-05 | loss scale: 134217728.0 | grad norm: 0.003 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    24700/  200000 | consumed samples:       790400 | elapsed time per iteration (ms): 255.1 | learning rate: 7.771E-05 | global batch size:    32 | lm loss: 3.919413E-05 | loss scale: 134217728.0 | grad norm: 0.004 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    24800/  200000 | consumed samples:       793600 | elapsed time per iteration (ms): 256.1 | learning rate: 7.762E-05 | global batch size:    32 | lm loss: 4.069051E-05 | loss scale: 134217728.0 | grad norm: 0.007 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    24900/  200000 | consumed samples:       796800 | elapsed time per iteration (ms): 257.1 | learning rate: 7.753E-05 | global batch size:    32 | lm loss: 4.507159E-05 | loss scale: 134217728.0 | grad norm: 0.004 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    25000/  200000 | consumed samples:       800000 | elapsed time per iteration (ms): 257.6 | learning rate: 7.744E-05 | global batch size:    32 | lm loss: 4.180867E-05 | loss scale: 134217728.0 | grad norm: 0.003 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    25100/  200000 | consumed samples:       803200 | elapsed time per iteration (ms): 282.7 | learning rate: 7.735E-05 | global batch size:    32 | lm loss: 4.107833E-05 | loss scale: 134217728.0 | grad norm: 0.004 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    25200/  200000 | consumed samples:       806400 | elapsed time per iteration (ms): 255.0 | learning rate: 7.726E-05 | global batch size:    32 | lm loss: 4.152207E-05 | loss scale: 134217728.0 | grad norm: 0.004 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    25300/  200000 | consumed samples:       809600 | elapsed time per iteration (ms): 256.2 | learning rate: 7.717E-05 | global batch size:    32 | lm loss: 5.723707E-05 | loss scale: 67108864.0 | grad norm: 0.011 | number of skipped iterations:   2 | number of nan iterations:   0 |
 iteration    25400/  200000 | consumed samples:       812800 | elapsed time per iteration (ms): 265.0 | learning rate: 7.708E-05 | global batch size:    32 | lm loss: 4.302297E-05 | loss scale: 67108864.0 | grad norm: 0.005 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    25500/  200000 | consumed samples:       816000 | elapsed time per iteration (ms): 262.9 | learning rate: 7.699E-05 | global batch size:    32 | lm loss: 4.055590E-05 | loss scale: 67108864.0 | grad norm: 0.005 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    25600/  200000 | consumed samples:       819200 | elapsed time per iteration (ms): 265.5 | learning rate: 7.689E-05 | global batch size:    32 | lm loss: 4.538171E-05 | loss scale: 67108864.0 | grad norm: 0.009 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    25700/  200000 | consumed samples:       822400 | elapsed time per iteration (ms): 255.2 | learning rate: 7.680E-05 | global batch size:    32 | lm loss: 4.581844E-05 | loss scale: 67108864.0 | grad norm: 0.003 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    25800/  200000 | consumed samples:       825600 | elapsed time per iteration (ms): 266.5 | learning rate: 7.671E-05 | global batch size:    32 | lm loss: 4.526191E-05 | loss scale: 67108864.0 | grad norm: 0.004 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    25900/  200000 | consumed samples:       828800 | elapsed time per iteration (ms): 254.5 | learning rate: 7.662E-05 | global batch size:    32 | lm loss: 3.992010E-05 | loss scale: 67108864.0 | grad norm: 0.006 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    26000/  200000 | consumed samples:       832000 | elapsed time per iteration (ms): 256.0 | learning rate: 7.653E-05 | global batch size:    32 | lm loss: 4.226687E-05 | loss scale: 67108864.0 | grad norm: 0.003 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    26100/  200000 | consumed samples:       835200 | elapsed time per iteration (ms): 265.8 | learning rate: 7.644E-05 | global batch size:    32 | lm loss: 4.347528E-05 | loss scale: 67108864.0 | grad norm: 0.008 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    26200/  200000 | consumed samples:       838400 | elapsed time per iteration (ms): 254.9 | learning rate: 7.635E-05 | global batch size:    32 | lm loss: 4.269677E-05 | loss scale: 67108864.0 | grad norm: 0.003 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    26300/  200000 | consumed samples:       841600 | elapsed time per iteration (ms): 258.8 | learning rate: 7.626E-05 | global batch size:    32 | lm loss: 3.984977E-05 | loss scale: 134217728.0 | grad norm: 0.005 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    26400/  200000 | consumed samples:       844800 | elapsed time per iteration (ms): 256.9 | learning rate: 7.617E-05 | global batch size:    32 | lm loss: 4.266507E-05 | loss scale: 134217728.0 | grad norm: 0.009 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    26500/  200000 | consumed samples:       848000 | elapsed time per iteration (ms): 260.6 | learning rate: 7.608E-05 | global batch size:    32 | lm loss: 4.556951E-05 | loss scale: 67108864.0 | grad norm: 0.010 | number of skipped iterations:   2 | number of nan iterations:   0 |
 iteration    26600/  200000 | consumed samples:       851200 | elapsed time per iteration (ms): 273.1 | learning rate: 7.599E-05 | global batch size:    32 | lm loss: 4.573400E-05 | loss scale: 67108864.0 | grad norm: 0.007 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    26700/  200000 | consumed samples:       854400 | elapsed time per iteration (ms): 255.3 | learning rate: 7.589E-05 | global batch size:    32 | lm loss: 4.167315E-05 | loss scale: 67108864.0 | grad norm: 0.006 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    26800/  200000 | consumed samples:       857600 | elapsed time per iteration (ms): 253.2 | learning rate: 7.580E-05 | global batch size:    32 | lm loss: 4.136033E-05 | loss scale: 67108864.0 | grad norm: 0.004 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    26900/  200000 | consumed samples:       860800 | elapsed time per iteration (ms): 253.7 | learning rate: 7.571E-05 | global batch size:    32 | lm loss: 3.920047E-05 | loss scale: 67108864.0 | grad norm: 0.005 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    27000/  200000 | consumed samples:       864000 | elapsed time per iteration (ms): 267.1 | learning rate: 7.562E-05 | global batch size:    32 | lm loss: 4.410219E-05 | loss scale: 67108864.0 | grad norm: 0.006 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    27100/  200000 | consumed samples:       867200 | elapsed time per iteration (ms): 266.0 | learning rate: 7.553E-05 | global batch size:    32 | lm loss: 4.201565E-05 | loss scale: 67108864.0 | grad norm: 0.003 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    27200/  200000 | consumed samples:       870400 | elapsed time per iteration (ms): 253.9 | learning rate: 7.544E-05 | global batch size:    32 | lm loss: 4.066287E-05 | loss scale: 67108864.0 | grad norm: 0.005 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    27300/  200000 | consumed samples:       873600 | elapsed time per iteration (ms): 271.4 | learning rate: 7.535E-05 | global batch size:    32 | lm loss: 3.884232E-05 | loss scale: 67108864.0 | grad norm: 0.003 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    27400/  200000 | consumed samples:       876800 | elapsed time per iteration (ms): 257.6 | learning rate: 7.526E-05 | global batch size:    32 | lm loss: 4.126361E-05 | loss scale: 67108864.0 | grad norm: 0.008 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    27500/  200000 | consumed samples:       880000 | elapsed time per iteration (ms): 260.7 | learning rate: 7.517E-05 | global batch size:    32 | lm loss: 4.057938E-05 | loss scale: 134217728.0 | grad norm: 0.003 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    27600/  200000 | consumed samples:       883200 | elapsed time per iteration (ms): 266.7 | learning rate: 7.507E-05 | global batch size:    32 | lm loss: 4.112982E-05 | loss scale: 134217728.0 | grad norm: 0.005 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    27700/  200000 | consumed samples:       886400 | elapsed time per iteration (ms): 257.1 | learning rate: 7.498E-05 | global batch size:    32 | lm loss: 4.318501E-05 | loss scale: 134217728.0 | grad norm: 0.005 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    27800/  200000 | consumed samples:       889600 | elapsed time per iteration (ms): 258.9 | learning rate: 7.489E-05 | global batch size:    32 | lm loss: 4.028536E-05 | loss scale: 134217728.0 | grad norm: 0.004 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    27900/  200000 | consumed samples:       892800 | elapsed time per iteration (ms): 256.0 | learning rate: 7.480E-05 | global batch size:    32 | lm loss: 3.803995E-05 | loss scale: 134217728.0 | grad norm: 0.009 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    28000/  200000 | consumed samples:       896000 | elapsed time per iteration (ms): 265.4 | learning rate: 7.471E-05 | global batch size:    32 | lm loss: 4.132549E-05 | loss scale: 134217728.0 | grad norm: 0.004 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    28100/  200000 | consumed samples:       899200 | elapsed time per iteration (ms): 274.9 | learning rate: 7.462E-05 | global batch size:    32 | lm loss: 3.890705E-05 | loss scale: 134217728.0 | grad norm: 0.007 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    28200/  200000 | consumed samples:       902400 | elapsed time per iteration (ms): 253.4 | learning rate: 7.453E-05 | global batch size:    32 | lm loss: 3.814301E-05 | loss scale: 134217728.0 | grad norm: 0.003 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    28300/  200000 | consumed samples:       905600 | elapsed time per iteration (ms): 254.0 | learning rate: 7.444E-05 | global batch size:    32 | lm loss: 3.452283E-05 | loss scale: 134217728.0 | grad norm: 0.004 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    28400/  200000 | consumed samples:       908800 | elapsed time per iteration (ms): 256.7 | learning rate: 7.435E-05 | global batch size:    32 | lm loss: 3.573254E-05 | loss scale: 134217728.0 | grad norm: 0.008 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    28500/  200000 | consumed samples:       912000 | elapsed time per iteration (ms): 252.2 | learning rate: 7.426E-05 | global batch size:    32 | lm loss: 3.800385E-05 | loss scale: 134217728.0 | grad norm: 0.006 | number of skipped iterations:   2 | number of nan iterations:   0 |
 iteration    28600/  200000 | consumed samples:       915200 | elapsed time per iteration (ms): 275.0 | learning rate: 7.417E-05 | global batch size:    32 | lm loss: 3.717318E-05 | loss scale: 134217728.0 | grad norm: 0.004 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    28700/  200000 | consumed samples:       918400 | elapsed time per iteration (ms): 267.3 | learning rate: 7.407E-05 | global batch size:    32 | lm loss: 3.956180E-05 | loss scale: 134217728.0 | grad norm: 0.003 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    28800/  200000 | consumed samples:       921600 | elapsed time per iteration (ms): 257.3 | learning rate: 7.398E-05 | global batch size:    32 | lm loss: 3.853486E-05 | loss scale: 67108864.0 | grad norm: 0.004 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration    28900/  200000 | consumed samples:       924800 | elapsed time per iteration (ms): 255.7 | learning rate: 7.389E-05 | global batch size:    32 | lm loss: 4.087412E-05 | loss scale: 67108864.0 | grad norm: 0.005 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    29000/  200000 | consumed samples:       928000 | elapsed time per iteration (ms): 253.5 | learning rate: 7.380E-05 | global batch size:    32 | lm loss: 3.724194E-05 | loss scale: 67108864.0 | grad norm: 0.004 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    29100/  200000 | consumed samples:       931200 | elapsed time per iteration (ms): 265.7 | learning rate: 7.371E-05 | global batch size:    32 | lm loss: 3.893455E-05 | loss scale: 67108864.0 | grad norm: 0.004 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    29200/  200000 | consumed samples:       934400 | elapsed time per iteration (ms): 255.7 | learning rate: 7.362E-05 | global batch size:    32 | lm loss: 3.572672E-05 | loss scale: 67108864.0 | grad norm: 0.003 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    29300/  200000 | consumed samples:       937600 | elapsed time per iteration (ms): 253.9 | learning rate: 7.353E-05 | global batch size:    32 | lm loss: 3.573279E-05 | loss scale: 67108864.0 | grad norm: 0.005 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    29400/  200000 | consumed samples:       940800 | elapsed time per iteration (ms): 255.5 | learning rate: 7.344E-05 | global batch size:    32 | lm loss: 4.214080E-05 | loss scale: 67108864.0 | grad norm: 0.003 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    29500/  200000 | consumed samples:       944000 | elapsed time per iteration (ms): 264.7 | learning rate: 7.335E-05 | global batch size:    32 | lm loss: 3.722520E-05 | loss scale: 67108864.0 | grad norm: 0.004 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    29600/  200000 | consumed samples:       947200 | elapsed time per iteration (ms): 271.4 | learning rate: 7.326E-05 | global batch size:    32 | lm loss: 3.462962E-05 | loss scale: 67108864.0 | grad norm: 0.003 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    29700/  200000 | consumed samples:       950400 | elapsed time per iteration (ms): 252.3 | learning rate: 7.316E-05 | global batch size:    32 | lm loss: 3.551946E-05 | loss scale: 67108864.0 | grad norm: 0.005 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    29800/  200000 | consumed samples:       953600 | elapsed time per iteration (ms): 254.9 | learning rate: 7.307E-05 | global batch size:    32 | lm loss: 3.940863E-05 | loss scale: 134217728.0 | grad norm: 0.005 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    29900/  200000 | consumed samples:       956800 | elapsed time per iteration (ms): 252.4 | learning rate: 7.298E-05 | global batch size:    32 | lm loss: 3.847142E-05 | loss scale: 134217728.0 | grad norm: 0.004 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    30000/  200000 | consumed samples:       960000 | elapsed time per iteration (ms): 254.8 | learning rate: 7.289E-05 | global batch size:    32 | lm loss: 3.643310E-05 | loss scale: 134217728.0 | grad norm: 0.005 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    30100/  200000 | consumed samples:       963200 | elapsed time per iteration (ms): 264.9 | learning rate: 7.280E-05 | global batch size:    32 | lm loss: 3.834319E-05 | loss scale: 134217728.0 | grad norm: 0.007 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    30200/  200000 | consumed samples:       966400 | elapsed time per iteration (ms): 262.4 | learning rate: 7.271E-05 | global batch size:    32 | lm loss: 4.030302E-05 | loss scale: 67108864.0 | grad norm: 0.004 | number of skipped iterations:   2 | number of nan iterations:   0 |
 iteration    30300/  200000 | consumed samples:       969600 | elapsed time per iteration (ms): 254.4 | learning rate: 7.262E-05 | global batch size:    32 | lm loss: 3.440072E-05 | loss scale: 67108864.0 | grad norm: 0.003 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    30400/  200000 | consumed samples:       972800 | elapsed time per iteration (ms): 253.3 | learning rate: 7.253E-05 | global batch size:    32 | lm loss: 3.595054E-05 | loss scale: 67108864.0 | grad norm: 0.003 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    30500/  200000 | consumed samples:       976000 | elapsed time per iteration (ms): 255.0 | learning rate: 7.244E-05 | global batch size:    32 | lm loss: 4.148982E-05 | loss scale: 67108864.0 | grad norm: 0.004 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    30600/  200000 | consumed samples:       979200 | elapsed time per iteration (ms): 268.1 | learning rate: 7.235E-05 | global batch size:    32 | lm loss: 3.646320E-05 | loss scale: 67108864.0 | grad norm: 0.004 | number of skipped iterations:   0 | number of nan iterations:   0 |
