 iteration      100/  200000 | consumed samples:         3200 | elapsed time per iteration (ms): 471.2 | learning rate: 4.495E-05 | global batch size:    32 | lm loss: 1.785777E-02 | loss scale: 4194304.0 | grad norm: 0.008 | number of skipped iterations:  11 | number of nan iterations:   0 |
 iteration   103400/  200000 | consumed samples:      3308800 | elapsed time per iteration (ms): 377.7 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.407096E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   103500/  200000 | consumed samples:      3312000 | elapsed time per iteration (ms): 350.4 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.607274E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   103600/  200000 | consumed samples:      3315200 | elapsed time per iteration (ms): 432.2 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.393098E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   103700/  200000 | consumed samples:      3318400 | elapsed time per iteration (ms): 344.7 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.714534E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   103800/  200000 | consumed samples:      3321600 | elapsed time per iteration (ms): 369.8 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.382201E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   103900/  200000 | consumed samples:      3324800 | elapsed time per iteration (ms): 357.1 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.676771E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   104000/  200000 | consumed samples:      3328000 | elapsed time per iteration (ms): 365.3 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.401587E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   104100/  200000 | consumed samples:      3331200 | elapsed time per iteration (ms): 346.2 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.633511E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   104200/  200000 | consumed samples:      3334400 | elapsed time per iteration (ms): 375.4 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.763191E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   104300/  200000 | consumed samples:      3337600 | elapsed time per iteration (ms): 362.7 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.503664E-06 | loss scale: 2147483648.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   104400/  200000 | consumed samples:      3340800 | elapsed time per iteration (ms): 363.5 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.658085E-06 | loss scale: 2147483648.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   104500/  200000 | consumed samples:      3344000 | elapsed time per iteration (ms): 376.3 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.636899E-06 | loss scale: 2147483648.0 | grad norm: 0.000 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration   104600/  200000 | consumed samples:      3347200 | elapsed time per iteration (ms): 415.4 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.534718E-06 | loss scale: 2147483648.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   104700/  200000 | consumed samples:      3350400 | elapsed time per iteration (ms): 369.1 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.438355E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration   104800/  200000 | consumed samples:      3353600 | elapsed time per iteration (ms): 357.7 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.438145E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   104900/  200000 | consumed samples:      3356800 | elapsed time per iteration (ms): 349.1 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.420413E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   105000/  200000 | consumed samples:      3360000 | elapsed time per iteration (ms): 398.9 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.479269E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   105100/  200000 | consumed samples:      3363200 | elapsed time per iteration (ms): 354.1 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.396244E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   105200/  200000 | consumed samples:      3366400 | elapsed time per iteration (ms): 360.0 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.660907E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration   105300/  200000 | consumed samples:      3369600 | elapsed time per iteration (ms): 369.1 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.518273E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   105400/  200000 | consumed samples:      3372800 | elapsed time per iteration (ms): 374.4 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.578675E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration   105500/  200000 | consumed samples:      3376000 | elapsed time per iteration (ms): 364.8 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.440654E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   105600/  200000 | consumed samples:      3379200 | elapsed time per iteration (ms): 369.8 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.462408E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   105700/  200000 | consumed samples:      3382400 | elapsed time per iteration (ms): 336.4 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.451147E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   105800/  200000 | consumed samples:      3385600 | elapsed time per iteration (ms): 357.5 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.625992E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   105900/  200000 | consumed samples:      3388800 | elapsed time per iteration (ms): 339.8 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.362526E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   106000/  200000 | consumed samples:      3392000 | elapsed time per iteration (ms): 375.4 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.430449E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   106100/  200000 | consumed samples:      3395200 | elapsed time per iteration (ms): 407.3 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.352733E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   106200/  200000 | consumed samples:      3398400 | elapsed time per iteration (ms): 372.0 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.298259E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   106300/  200000 | consumed samples:      3401600 | elapsed time per iteration (ms): 335.6 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.547926E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   106400/  200000 | consumed samples:      3404800 | elapsed time per iteration (ms): 341.9 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.407887E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   106500/  200000 | consumed samples:      3408000 | elapsed time per iteration (ms): 394.2 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.382354E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   106600/  200000 | consumed samples:      3411200 | elapsed time per iteration (ms): 366.1 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.364090E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   106700/  200000 | consumed samples:      3414400 | elapsed time per iteration (ms): 355.8 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.310552E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   106800/  200000 | consumed samples:      3417600 | elapsed time per iteration (ms): 382.5 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.443479E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   106900/  200000 | consumed samples:      3420800 | elapsed time per iteration (ms): 354.8 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.599220E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   107000/  200000 | consumed samples:      3424000 | elapsed time per iteration (ms): 350.2 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.555179E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   107100/  200000 | consumed samples:      3427200 | elapsed time per iteration (ms): 391.2 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.538940E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   107200/  200000 | consumed samples:      3430400 | elapsed time per iteration (ms): 324.5 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.543450E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   107300/  200000 | consumed samples:      3433600 | elapsed time per iteration (ms): 369.1 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.562657E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   107400/  200000 | consumed samples:      3436800 | elapsed time per iteration (ms): 333.2 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.440968E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   107500/  200000 | consumed samples:      3440000 | elapsed time per iteration (ms): 390.8 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.479373E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   107600/  200000 | consumed samples:      3443200 | elapsed time per iteration (ms): 355.4 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.220823E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   107700/  200000 | consumed samples:      3446400 | elapsed time per iteration (ms): 327.5 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.509252E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   107800/  200000 | consumed samples:      3449600 | elapsed time per iteration (ms): 502.7 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.438756E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   107900/  200000 | consumed samples:      3452800 | elapsed time per iteration (ms): 314.1 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.513492E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   108000/  200000 | consumed samples:      3456000 | elapsed time per iteration (ms): 341.8 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.407248E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   108100/  200000 | consumed samples:      3459200 | elapsed time per iteration (ms): 347.0 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.780436E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   108200/  200000 | consumed samples:      3462400 | elapsed time per iteration (ms): 416.2 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.478408E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   108300/  200000 | consumed samples:      3465600 | elapsed time per iteration (ms): 415.7 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.557106E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   108400/  200000 | consumed samples:      3468800 | elapsed time per iteration (ms): 377.4 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.608008E-06 | loss scale: 2147483648.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   108500/  200000 | consumed samples:      3472000 | elapsed time per iteration (ms): 323.5 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.269881E-06 | loss scale: 2147483648.0 | grad norm: 0.000 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration   108600/  200000 | consumed samples:      3475200 | elapsed time per iteration (ms): 360.9 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.276705E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration   108700/  200000 | consumed samples:      3478400 | elapsed time per iteration (ms): 344.9 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.385102E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   108800/  200000 | consumed samples:      3481600 | elapsed time per iteration (ms): 349.9 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.474192E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   108900/  200000 | consumed samples:      3484800 | elapsed time per iteration (ms): 358.5 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.491491E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   109000/  200000 | consumed samples:      3488000 | elapsed time per iteration (ms): 410.1 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.559177E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   109100/  200000 | consumed samples:      3491200 | elapsed time per iteration (ms): 353.4 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.439542E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration   109200/  200000 | consumed samples:      3494400 | elapsed time per iteration (ms): 323.3 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.536535E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   109300/  200000 | consumed samples:      3497600 | elapsed time per iteration (ms): 290.9 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.432052E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   109400/  200000 | consumed samples:      3500800 | elapsed time per iteration (ms): 288.3 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.307605E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   109500/  200000 | consumed samples:      3504000 | elapsed time per iteration (ms): 289.9 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.326176E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   109600/  200000 | consumed samples:      3507200 | elapsed time per iteration (ms): 343.9 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.399148E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   109700/  200000 | consumed samples:      3510400 | elapsed time per iteration (ms): 436.2 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.225878E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   109800/  200000 | consumed samples:      3513600 | elapsed time per iteration (ms): 552.0 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.247056E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   109900/  200000 | consumed samples:      3516800 | elapsed time per iteration (ms): 360.1 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.427429E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   110000/  200000 | consumed samples:      3520000 | elapsed time per iteration (ms): 368.6 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.442486E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   110100/  200000 | consumed samples:      3523200 | elapsed time per iteration (ms): 342.8 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.251780E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   110200/  200000 | consumed samples:      3526400 | elapsed time per iteration (ms): 357.4 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.432295E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration   110300/  200000 | consumed samples:      3529600 | elapsed time per iteration (ms): 360.8 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.389033E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   2 | number of nan iterations:   0 |
 iteration   110400/  200000 | consumed samples:      3532800 | elapsed time per iteration (ms): 377.5 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.435661E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   110500/  200000 | consumed samples:      3536000 | elapsed time per iteration (ms): 378.4 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.642993E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   110600/  200000 | consumed samples:      3539200 | elapsed time per iteration (ms): 387.3 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.386425E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   110700/  200000 | consumed samples:      3542400 | elapsed time per iteration (ms): 380.9 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.179704E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   110800/  200000 | consumed samples:      3545600 | elapsed time per iteration (ms): 388.7 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.283321E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   110900/  200000 | consumed samples:      3548800 | elapsed time per iteration (ms): 353.3 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.423592E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   111000/  200000 | consumed samples:      3552000 | elapsed time per iteration (ms): 365.1 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.303274E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   111100/  200000 | consumed samples:      3555200 | elapsed time per iteration (ms): 361.3 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.279687E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   111200/  200000 | consumed samples:      3558400 | elapsed time per iteration (ms): 360.6 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.335244E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   111300/  200000 | consumed samples:      3561600 | elapsed time per iteration (ms): 360.2 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.489071E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   111400/  200000 | consumed samples:      3564800 | elapsed time per iteration (ms): 366.1 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.553194E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   111500/  200000 | consumed samples:      3568000 | elapsed time per iteration (ms): 362.6 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.624271E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   111600/  200000 | consumed samples:      3571200 | elapsed time per iteration (ms): 387.7 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.502481E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   111700/  200000 | consumed samples:      3574400 | elapsed time per iteration (ms): 336.6 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.480963E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   111800/  200000 | consumed samples:      3577600 | elapsed time per iteration (ms): 420.5 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.610670E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   111900/  200000 | consumed samples:      3580800 | elapsed time per iteration (ms): 368.0 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.581271E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   112000/  200000 | consumed samples:      3584000 | elapsed time per iteration (ms): 385.5 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.246128E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   112100/  200000 | consumed samples:      3587200 | elapsed time per iteration (ms): 338.0 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.582678E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   112200/  200000 | consumed samples:      3590400 | elapsed time per iteration (ms): 364.1 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.431000E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   112300/  200000 | consumed samples:      3593600 | elapsed time per iteration (ms): 382.2 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.526255E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   112400/  200000 | consumed samples:      3596800 | elapsed time per iteration (ms): 354.1 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.222495E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   112500/  200000 | consumed samples:      3600000 | elapsed time per iteration (ms): 371.5 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.494849E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   112600/  200000 | consumed samples:      3603200 | elapsed time per iteration (ms): 463.2 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.354429E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   112700/  200000 | consumed samples:      3606400 | elapsed time per iteration (ms): 337.5 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.408768E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   112800/  200000 | consumed samples:      3609600 | elapsed time per iteration (ms): 413.7 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.384641E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   112900/  200000 | consumed samples:      3612800 | elapsed time per iteration (ms): 363.4 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.315957E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   113000/  200000 | consumed samples:      3616000 | elapsed time per iteration (ms): 368.8 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.300950E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   113100/  200000 | consumed samples:      3619200 | elapsed time per iteration (ms): 343.3 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.474901E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   113200/  200000 | consumed samples:      3622400 | elapsed time per iteration (ms): 365.5 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.559670E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   113300/  200000 | consumed samples:      3625600 | elapsed time per iteration (ms): 362.5 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.503703E-06 | loss scale: 2147483648.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   113400/  200000 | consumed samples:      3628800 | elapsed time per iteration (ms): 383.7 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.457856E-06 | loss scale: 2147483648.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   113500/  200000 | consumed samples:      3632000 | elapsed time per iteration (ms): 354.3 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.310435E-06 | loss scale: 2147483648.0 | grad norm: 0.000 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration   113600/  200000 | consumed samples:      3635200 | elapsed time per iteration (ms): 382.8 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.403442E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration   113700/  200000 | consumed samples:      3638400 | elapsed time per iteration (ms): 362.4 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.661778E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
